vendor,scanner_type,cidr,source_url,last_verified,confidence
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,144.86.173.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,147.185.132.0/23,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,162.216.149.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,162.216.150.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,172.105.147.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,198.235.24.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,205.210.31.0/24,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,216.25.88.0/21,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,2604:a940:300:5b6::/64,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,2604:a940:301:225::/64,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
Palo Alto Networks Cortex Xpanse,attack_surface_scanning,2604:a940:302:118::/64,https://docs-cortex.paloaltonetworks.com/r/Cortex-XPANSE/2/Cortex-Xpanse-Expander-User-Guide/Scanning-activity,2026-06,high
ONYPHE,exposure_scanning,51.81.26.64/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,51.81.253.64/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,51.81.228.240/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,147.135.58.160/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,51.81.14.224/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,51.81.218.64/28,https://www.onyphe.io/,2026-06,high
ONYPHE,exposure_scanning,147.135.26.176/28,https://www.onyphe.io/,2026-06,high
LeakIX,exposure_scanning,23.239.4.252/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,23.239.21.238/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,46.101.1.225/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,46.101.111.185/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.23.159.209/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.23.218.208/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.225.75.246/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.226.65.160/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.226.78.121/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.227.32.66/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,64.227.70.2/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,68.183.9.16/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,68.183.180.73/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,96.126.110.54/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,104.237.130.38/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,128.199.182.55/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,128.199.182.77/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,128.199.182.152/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,134.122.28.88/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,134.209.25.199/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,138.68.82.23/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,138.68.86.32/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,138.68.144.227/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,138.197.191.87/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.59.132.8/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.59.136.184/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.59.143.102/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.59.231.238/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.162.96.14/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.162.96.81/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.162.141.82/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,139.162.155.225/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,142.93.0.66/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,142.93.129.190/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,142.93.143.8/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,143.110.213.72/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,143.110.217.244/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,143.244.168.161/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,146.190.63.48/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,146.190.63.248/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,146.190.103.103/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,146.190.242.161/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,147.182.149.75/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,147.182.200.94/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,157.230.19.140/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,157.245.36.108/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,157.245.105.107/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,157.245.113.227/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,157.245.204.205/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.65.18.197/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.65.144.72/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.89.12.166/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.89.127.165/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.89.174.87/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.203.96.42/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,159.223.132.86/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,164.90.208.56/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,164.90.228.79/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,164.92.107.174/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,164.92.244.132/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,165.22.34.189/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,165.22.235.3/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,165.227.39.235/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,165.227.84.14/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,165.227.173.41/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.71.81.114/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.71.175.236/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.99.181.249/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.99.182.39/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.99.210.137/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.172.158.128/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,167.172.232.142/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.16.34/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.16.40/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.16.105/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.16.117/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.16.131/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,172.105.158.219/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,178.128.207.138/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,188.166.108.93/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,192.46.211.230/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.81.12.187/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.81.24.74/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.81.24.227/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.189.2.13/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.189.19.19/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.189.95.232/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.189.225.181/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,206.189.233.36/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,207.154.197.113/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,207.154.212.47/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,209.38.208.202/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,209.38.248.17/32,https://scan.leakix.net/json,2026-06,medium
LeakIX,exposure_scanning,209.97.180.8/32,https://scan.leakix.net/json,2026-06,medium
BinaryEdge,internet_scanning,,https://api.binaryedge.io/v1/minions,2026-06,dynamic
Google Security Research,cloud_security_research,,https://www.gstatic.com/ipranges/goog.json,2026-06,pending
Microsoft Defender Research,cloud_security_research,,https://www.microsoft.com/en-us/download/details.aspx?id=56519,2026-06,pending
AWS Security Research,cloud_security_research,,https://ip-ranges.amazonaws.com/ip-ranges.json,2026-06,pending
Akamai Research,cloud_security_research,,https://techdocs.akamai.com/property-manager/pdfs/akamai_ipv4_cidrs.txt,2026-06,pending
Cloudflare Research,cloud_security_research,,https://www.cloudflare.com/ips-v4/,2026-06,pending
Shodan,internet_scanning,134.209.95.237/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.112.103/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.112.192/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.13.100/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.190.194/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.190.205/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.190.246/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,137.184.95.216/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,139.59.170.85/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,143.110.239.2/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,143.198.225.197/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,143.198.238.87/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,143.198.68.20/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.202.179/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.225.86/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.240.244/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.240.245/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.240.247/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.241.81/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,147.182.247.10/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,157.245.222.108/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,159.89.124.112/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,164.92.106.15/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,164.92.114.247/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,165.227.110.45/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,165.227.172.206/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,165.227.188.42/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,165.227.55.4/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,165.227.62.247/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,178.128.32.203/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.34/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.35/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.36/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.38/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.40/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.41/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.236.43/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.142.239.16/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.165.190.17/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.165.190.34/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.165.191.26/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,185.165.191.27/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,188.138.9.50/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,195.144.21.56/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.69.74/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.69.98/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.70.114/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.99.130/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,2.59.22.234/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,207.90.244.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,216.117.2.176/28,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,64.225.74.178/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,64.226.86.7/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,64.227.90.185/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,66.240.192.138/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,66.240.205.34/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,66.240.219.133/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,66.240.219.146/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,66.240.236.119/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.135.131/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.146.130/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.146.185/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.146.186/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.147.198/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.147.254/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.158.166/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.165.200/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.167.142/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.199.23/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,80.82.77.139/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,80.82.77.33/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,85.25.103.50/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,85.25.43.94/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,86.54.31.32/28,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,89.248.167.131/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,89.248.172.16/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,93.120.27.62/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,93.174.95.106/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,94.102.49.190/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,94.102.49.193/32,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Rapid7 Project Sonar,internet_measurement,109.123.117.224/27,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,146.185.25.160/27,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,173.255.225.139/32,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,45.79.190.10/32,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,5.63.151.96/27,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,66.175.212.77/32,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,66.228.41.127/32,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,71.6.233.0/24,https://www.rapid7.com/research/project-sonar/,2026-06,high
Rapid7 Project Sonar,internet_measurement,88.202.190.128/27,https://www.rapid7.com/research/project-sonar/,2026-06,high
Driftnet,internet_measurement,107.170.65.169/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,128.199.8.140/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,157.245.243.118/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,157.245.245.246/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,159.65.216.50/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,159.65.219.252/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,162.243.114.171/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,162.243.116.182/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,162.243.208.127/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,167.99.234.119/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,185.247.137.0/24,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,192.241.179.235/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,193.163.125.0/24,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,45.55.151.3/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,45.55.153.86/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,45.55.158.168/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,45.55.185.224/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,45.55.186.92/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,64.227.108.146/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,64.227.109.89/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,64.227.110.161/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,64.227.99.138/32,https://driftnet.io/,2026-06,medium
Driftnet,internet_measurement,87.236.176.0/24,https://driftnet.io/,2026-06,medium
Detectify,attack_surface_scanning,107.20.158.220/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,13.126.5.12/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,3.234.180.95/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,3.7.157.159/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,3.7.173.162/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,34.234.177.119/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,52.17.9.21/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,52.17.98.131/32,https://detectify.com/,2026-06,high
